example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available,query_source,top1_variants,variants_available
1202426,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,459,678,459,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.2/D1723.558.1.txt,,CCHA.451.2,CCHA.451.2,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202427,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,480,678,480,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.7/D1723.524.10.txt,,CCHA.451.7,CCHA.451.7,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202428,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,24,679,24,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.2/Brn425.53r.1.txt,,CAGD.506.2,CAGD.506.2,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202429,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,103,679,103,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.14/BN1454.57v.1.txt,,CANC.314.14,CANC.314.14,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202430,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,663,679,663,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.42/Brn425.55v.7.txt,,CLAO.300.42,CLAO.300.42,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202431,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,984,679,984,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.23/BAV1341.55r.10.txt,,CORL.511.23,CORL.511.23,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202432,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,48,680,48,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.41/Brn425.53v.3.txt,,CAGD.506.41,CAGD.506.41,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202433,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1272,680,1272,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.17/BAV1341.95v.4.txt,,CTOL.655.17,CTOL.655.17,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1202434,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1558,680,1558,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.48/Vat5845.10r.7.txt,,Can.apost.48,Can.apost.48,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202435,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,65,681,65,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.56/Brn425.42v.4.txt,,CAGD.506.56,CAGD.506.56,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202436,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,297,681,297,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.23/C1525.30r.3.txt,,CANT.328.23,CANT.328.23,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202437,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,481,681,481,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.8/Brn425.20v.4.txt,,CCHA.451.8,CCHA.451.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202438,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,600,681,600,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.1/BN1454.53v.1.txt,,CHIP.393.1,CHIP.393.1,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202439,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,65,682,65,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.56/Brn425.42v.4.txt,,CAGD.506.56,CAGD.506.56,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202440,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,401,682,401,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.8/BAV1341.46r.8.txt,,CARL.501?.8,CARL.501?.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202441,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,621,682,621,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.29/BN1454.55r.5.txt,,CHIP.393.29,CHIP.393.29,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202442,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,1606,682,1606,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/DSIR.384.255 cap 7/WlfH1062.14r.2.txt,,DSIR.384.255 cap 7,DSIR.384.255 cap 7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202443,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,53,683,53,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.45/Brn425.42v.1.txt,,CAGD.506.45,CAGD.506.45,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202444,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,364,683,364,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.314.7/Brn425.64v.2.txt,,CARL.314.7,CARL.314.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202445,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,610,683,610,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.19/BN1454.54v.6.txt,,CHIP.393.19,CHIP.393.19,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202446,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,983,683,983,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.22/WlfH1062.4v.3.txt,,CORL.511.22,CORL.511.22,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202447,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,32,684,32,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.28/WlfH1062.3v.2.txt,,CAGD.506.28,CAGD.506.28,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202448,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,481,684,481,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.8/Brn425.20v.4.txt,,CCHA.451.8,CCHA.451.8,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202449,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,481,684,481,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.8/Brn425.20v.4.txt,,CCHA.451.8,CCHA.451.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202450,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1000,684,1000,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.3/Brn425.27v.4.txt,,CORL.511.3,CORL.511.3,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202451,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,29,685,29,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/Brn425.53v.1.txt,,CAGD.506.26,CAGD.506.26,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202452,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,178,685,178,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.24/BN1454.58r.6.txt,,CANC.314.24,CANC.314.24,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202453,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1039,685,1039,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.158v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CRIZ.439.6/BAV1341.49r.3.txt,,CRIZ.439.6,CRIZ.439.6,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1202454,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,13,686,13,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)/CamCC279.64.2.txt",,"Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)","Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202455,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1081,686,1081,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.16/BAVPal575.4r.10.txt,,CTOL.397.16,CTOL.397.16,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202456,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1117,686,1117,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.5/BAVPal575.6r.4.txt,,CTOL.527.5,CTOL.527.5,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202457,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1484,686,1484,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.35/Vat5845.9r.4.txt,,Can.apost.35,Can.apost.35,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202458,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,707,687,707,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.10/BAV1341.13r.3.txt,,CNEO.315.10,CNEO.315.10,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202459,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,858,687,858,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.2/BN1454.46v.1.txt,,CNIC.325.2,CNIC.325.2,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202460,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,953,687,953,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.1/CamCC279.68.1.txt,,CORL.511.1,CORL.511.1,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202461,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,1275,687,1275,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.3/BAV1341.94v.1.txt,,CTOL.655.3,CTOL.655.3,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202462,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,316,688,316,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.4/Hat42.168v.2.txt,,CANT.328.4,CANT.328.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202463,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1117,688,1117,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.5/BAVPal575.6r.4.txt,,CTOL.527.5,CTOL.527.5,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202464,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,1244,688,1244,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.638.17/BAV1341.83r.2.txt,,CTOL.638.17,CTOL.638.17,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202465,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1281,688,1281,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.7/BAV1341.94v.5.txt,,CTOL.655.7,CTOL.655.7,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202466,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1313,689,1313,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.6/BAV1341.50v.6.txt,,CVAI.442.6,CVAI.442.6,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202467,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1420,689,1420,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.24/BAV1341.7r.18.txt,,Can.apost.24,Can.apost.24,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202468,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,1650,689,1650,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Jerome, Epistola 52, ad Nepotianum (ed. Hilberg, I, 435, line )/CamCC279.105.1.txt",,"Jerome, Epistola 52, ad Nepotianum (ed. Hilberg, I, 435, line )","Jerome, Epistola 52, ad Nepotianum (ed. Hilberg, I, 435, line )",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202469,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1660,689,1660,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ps.-Clemens–Rufinus, Recognitiones 1.67 (eds Rehm–Paschke, 46, lines 3–5)/CamCC279.34.6.txt",,"Ps.-Clemens–Rufinus, Recognitiones 1.67 (eds Rehm–Paschke, 46, lines 3–5)","Ps.-Clemens–Rufinus, Recognitiones 1.67 (eds Rehm–Paschke, 46, lines 3–5)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202470,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,61,690,61,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/D1723.563.8.txt,,CAGD.506.52,CAGD.506.52,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202471,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,69,690,69,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.62/D1723.530.12.txt,,CAGD.506.62,CAGD.506.62,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202472,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,866,690,866,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.20/D1723.544.4.txt,,CNIC.325.20,CNIC.325.20,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202473,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1388,690,1388,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.18/Vat5845.8r.3.txt,,Can.apost.18,Can.apost.18,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202474,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,254,691,254,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.15/Brn425.35r.3.txt,,CANT.328.15,CANT.328.15,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202475,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,722,691,722,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.12/Brn425.55v.9.txt,,CNEO.315.12,CNEO.315.12,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202476,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1114,691,1114,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.4/BAVPal575.6r.3.txt,,CTOL.527.4,CTOL.527.4,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202477,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,1269,691,1269,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.14/BAV1341.95v.1.txt,,CTOL.655.14,CTOL.655.14,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202478,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,236,692,236,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.11/Brn425.35r.1.txt,,CANT.328.11,CANT.328.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202479,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,438,692,438,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAUX.561.8/Kob58.36v.2.txt,,CAUX.561.8,CAUX.561.8,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202480,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,788,692,788,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.9/C1525.23r.2.txt,,CNEO.315.9,CNEO.315.9,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1202481,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1176,692,1176,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.159v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.37/BAV1341.75r.10.txt,,CTOL.633.37,CTOL.633.37,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202482,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,276,693,276,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.2/BAV1341.16v.27.txt,,CANT.328.2,CANT.328.2,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1202483,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,276,693,276,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.2/BAV1341.16v.27.txt,,CANT.328.2,CANT.328.2,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202484,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,1091,693,1091,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.20/BAVPal575.4v.4.txt,,CTOL.397.20,CTOL.397.20,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202485,google/mt5-base,mT5-base,t5,3,abtt_optimal,hidden,mean,10,,,,-1,63,694,63,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.55/Brn425.55v.8.txt,,CAGD.506.55,CAGD.506.55,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1202486,google/mt5-base,mT5-base,t5,6,abtt_optimal,hidden,mean,7,,,,-1,455,694,455,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.18/Brn425.29v.1.txt,,CCHA.451.18,CCHA.451.18,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1202487,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1206,694,1206,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.59/BAV1341.76v.1.txt,,CTOL.633.59,CTOL.633.59,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1202488,google/mt5-base,mT5-base,t5,1,abtt_optimal,hidden,mean,10,,,,-1,1259,694,1259,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Bod718.160r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.646.5/BAV1341.85r.3.txt,,CTOL.646.5,CTOL.646.5,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
