language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
english,"Some 50 million phone numbers are registered on the list, which was to take effect Oct. 1.","The FTC signed up 50 million phone numbers for the list, which was due to go into effect October 1.",3.5,0.5945945945945946,0.6470588235294118
english,"But Adora Obi Nweze, the NAACP state president, said the state only tried to prove its conclusion of suicide, rather than consider the possibility of murder.","Adora Obi Nweze, the NAACP state president, said the state has refused to consider the possibility of murder.",3.4,0.7272727272727274,0.6153846153846154
english,Activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries.,"Instead, they fear the conference is an attempt by corporate farming and biotech interests to push into new markets.",3.0,0.5789473684210527,0.5789473684210527
english,"Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.","""It has outraged the membership,"" said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.",2.5,0.5454545454545455,0.5
english,"Prince is replacing Sanford ""Sandy"" Weill, who will remain Citigroup's chairman.","Prince, who heads Citigroup's global corporate and investment bank, is replacing Sanford Weill as CEO.",3.0,0.23076923076923075,0.45454545454545453
english,"In Canada, the booming dollar will be in focus again as it tries to stay above the 75 cent (U.S.) mark.","In Canada, the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent (U.S.) mark.",4.0,0.7727272727272727,0.8095238095238095
english,But the justices ruled that the police supervisor who repeatedly questioned Martinez did not violate his Fifth Amendment rights in doing so.,But the justices ruled that the police supervisor who repeatedly questioned Mr Martinez as he screamed in pain did not violate his Fifth Amendment rights.,3.75,0.7659574468085107,0.8636363636363636
english,"The blue-chip Dow Jones industrial average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions.","The Dow Jones industrial average .DJI rose 18.25 points, or 0.19 percent, to 9,586.71.",2.0,0.5294117647058824,0.45
english,"The report ranked 45 large companies based on employment, marketing, procurement, community reinvestment and charitable donations.","Of those three, only Dillard's responded to the survey that ranked 45 large companies on employment, marketing, procurement, community reinvestment and charitable donations.",3.0,0.717948717948718,0.875
english,"""I don't know if the person I'm talking to now may end up being someone else at another time that may not follow the rules,"" Parrish said.","""I don't know whether the person I'm talking to now may end up being someone else,"" Parrish said.",3.4,0.711111111111111,0.5925925925925926
english,"Ruffner, 45, doesn't yet have an attorney in the murder charge, authorities said.","Ruffner, 45, does not have a lawyer on the murder charge, authorities said.",5.0,0.6153846153846154,0.6153846153846154
english,"Passed in 1999 but never put into effect, the law would have made it illegal for bar and restaurant patrons to light up.","Passed in 1999 but never put into effect, the smoking law would have prevented bar and restaurant patrons from lighting up, but exempted private clubs from the regulation.",3.4,0.6274509803921569,0.6956521739130435
english,"The first trial of a suspect in last year's Bali nightclub bombings that killed more than 200 people opened in Indonesia today, Sky News reported.",One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security.,3.75,0.44,0.56
english,Iraqi police opened fire in downtown Baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for.,"Iraqi police opened fire in downtown Baghdad Wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers, police said.",3.25,0.5306122448979592,0.5769230769230769
english,"The Dow Jones industrial average <.DJI> added 28 points, or 0.27 percent, at 10,557, hitting its highest level in 21 months.","The Dow Jones industrial average <.DJI> rose 49 points, or 0.47 percent, to 10,578.",2.25,0.5142857142857143,0.42857142857142855
english,Microsoft fell 5 percent before the open to $27.45 from Thursday's close of $28.91.,Shares in Microsoft slipped 4.7 percent in after-hours trade to $27.54 from a Nasdaq close of $28.91.,3.0,0.45161290322580644,0.5
english,"""This is extraordinarily fast,"" said Matt Geller, an analyst at CIBC World Markets.","They are actually going to record sales for Velcade this year,"" said Matt Geller, an analyst at CIBC World Markets.",2.25,0.5454545454545455,0.6923076923076923
english,Both rebels and government forces have been accused of pillaging villages in Liberia's countryside despite the peace agreement.,"Both rebels and government forces, including those loyald to Taylor, have been accused of pillaging villages in Liberia's countryside despite a peace deal.",4.0,0.7317073170731708,0.8333333333333334
english,Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message.,Microsoft has been awarded a patent on a popular instant-messaging feature that shows users when the person on the other end of the conversation is typing a message.,4.75,0.5454545454545454,0.5555555555555556
english,The arrests revealed new details about the four-month investigation at Selenski's Mount Olivet Road home.,Kerkowski and Fassett's bodies were unearthed at Selenski's Mount Olivet Road home on June 5.,1.5,0.3333333333333333,0.3333333333333333
english,"Under Kansas law, it is illegal for children under the age of 16 to have sexual relations.","In the opinion, Kline noted that it is illegal for children that young to have sexual relations.",2.75,0.5294117647058824,0.5882352941176471
english,The transaction will expand Callebaut's sales revenues from its consumer products business to 45 percent from 23 percent.,The transaction will expand Callebaut's sales revenues from its consumer products business by around 45 percent to some one-third of total sales.,3.5,0.7000000000000001,0.8333333333333334
english,"Indonesia's army has often been accused of human rights abuses during GAM's battle for independence, charges it has generally denied while accusing the separatists of committing rights violations.","Indonesia's army has been accused of human rights abuses during its earlier battles with GAM, charges it has generally denied.",3.25,0.5833333333333334,0.5
english,Iraq's economy was ravaged during years of U.N. sanctions over ex-president Saddam Hussein's 1990 occupation of Kuwait and by the U.S.-led war to oust him which ended in April.,Iraq's economy was shattered under former president Saddam Hussein and by the U.S.-led war to oust him which ended in April.,3.75,0.64,0.5517241379310345
english,Advancing issues outnumbered decliners about 8 to 5 on the New York Stock Exchange.,Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange.,2.2,0.6000000000000001,0.6428571428571429
english,A beauty contest to be held in Italy next week may be the first for pixel-perfect pin-ups.,A new beauty contest kicking off in Italy next week will give pixel-perfect pin-ups the chance to steal sultry Sophia's sex-symbol status.,3.25,0.41025641025641024,0.5882352941176471
english,"Analysts' consensus estimate from Thomson First Call was for a loss of $2.08 a share, excluding one-time items.",The estimate of analysts surveyed by Thomson First Call was for a loss of $2.75 a share.,2.5,0.5714285714285715,0.5555555555555556
english,"Bush said resistance forces hostile to the U.S. presence ""feel like ... the conditions are such that they can attack us there.",There are some who feel like the conditions are such that they can attack us there.,2.75,0.5789473684210527,0.5
english,Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client.,Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.,4.75,0.7659574468085107,0.8181818181818182
english,Most taxpayers will get surprise tax cuts of between $4 and $11 a week from July 1.,Australia's 9 million income taxpayers received surprise tax cuts of between $3 and $11 a week from Treasurer Peter Costello last night.,3.25,0.5641025641025642,0.6470588235294118
english,"Gyorgy Heizler, head of the local disaster unit, said the coach was carrying 38 passengers.","The head of the local disaster unit, Gyorgy Heizler, said the coach driver had failed to heed red stop lights.",3.0,0.5142857142857143,0.7333333333333333
english,But U.S. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed.,But American troops will not shrink from mounting raids in the locations of their foes that can be pinpointed.,4.75,0.6842105263157895,0.7368421052631579
english,"But White House spokesman Ari Fleischer said yesterday: ""The steps the Iranians claim to have taken in terms of capturing al-Qa'ida are insufficient.""","""The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient.",3.2,0.6666666666666667,0.5652173913043478
